id,host_id,host_name,host_response_time,host_is_superhost,neighbourhood,latitude,longitude,room_type,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5286047,1674453,Adam,N/A,f,Haight Ashbury,37.77612,-122.44048,Entire home/apt,$240.00 ,$100.00 ,$50.00 ,41,98,10,10,10,10,10,9
5286779,408300,Jennifer,within a few hours,f,Bayview,37.72616,-122.3839,Private room,$55.00 ,$0.00 ,$45.00 ,0,,,,,,,
5286782,408300,Jennifer,within a few hours,f,Bayview,37.72764,-122.38173,Private room,$59.00 ,,$35.00 ,2,30,2,3,9,8,2,2
5299461,23278,Zain And Duncan,within an hour,t,Mission,37.75853,-122.41334,Shared room,$55.00 ,$0.00 ,$0.00 ,224,98,10,9,10,10,10,9
5299538,23278,Zain And Duncan,within an hour,t,Mission,37.75668,-122.4147,Shared room,$33.00 ,,,146,94,10,8,10,10,10,9
5309546,417366,Patti,within an hour,f,Western Addition,37.78397,-122.44245,Entire home/apt,$228.00 ,"$1,000.00 ",$140.00 ,7,97,9,9,10,10,10,9
5318758,27550471,Michael,within an hour,f,South of Market,37.77254,-122.42255,Private room,$99.00 ,$125.00 ,$25.00 ,115,91,10,9,10,10,9,9
5319588,4324056,Alice,within an hour,t,Parkside,37.74374,-122.48463,Private room,$99.00 ,$0.00 ,$30.00 ,101,96,10,10,10,10,9,9
5320351,4730499,Maryam,N/A,f,Haight Ashbury,37.77475,-122.44212,Private room,$80.00 ,$250.00 ,$130.00 ,22,95,10,9,10,10,10,9
5325355,2370969,Len & Irina,within an hour,f,Twin Peaks,37.75467,-122.44266,Entire home/apt,$200.00 ,$0.00 ,$75.00 ,75,99,10,10,10,10,10,10
5327231,306980,Stephanie,within a day,f,Pacific Heights,37.78972,-122.43922,Entire home/apt,$450.00 ,"$1,000.00 ",$125.00 ,2,100,10,10,10,10,9,10
5376278,12849180,Sahar,a few days or more,f,Twin Peaks,37.74604,-122.45255,Private room,$90.00 ,$400.00 ,$75.00 ,19,92,9,9,9,9,9,9
5394755,27964266,Dominic,within an hour,f,Mission,37.7587,-122.42124,Private room,$89.00 ,,$60.00 ,124,95,10,9,10,10,10,9
5405637,1479964,James,within a few hours,f,Downtown/Civic Center,37.78559,-122.40874,Entire home/apt,$189.00 ,,$225.00 ,7,100,10,10,10,10,10,9
5406893,28028214,Jessica,within a few hours,f,Pacific Heights,37.79208,-122.44603,Entire home/apt,$288.00 ,$800.00 ,$0.00 ,15,97,10,10,10,10,10,9
5413930,24153978,Doris,within a few hours,t,Mission,37.76511,-122.42207,Entire home/apt,$214.00 ,$250.00 ,$120.00 ,155,95,10,10,10,10,9,10
5433133,10859576,Daryl,within a day,t,South of Market,37.78832,-122.38879,Entire home/apt,$350.00 ,"$1,000.00 ",$200.00 ,17,100,10,10,10,10,9,10
5436115,18014246,Carlos,N/A,f,Potrero Hill,37.75931,-122.38752,Private room,$85.00 ,$400.00 ,$25.00 ,0,,,,,,,
5443493,14170355,Cory,N/A,f,Castro/Upper Market,37.75919,-122.43486,Entire home/apt,$400.00 ,,,1,100,10,10,10,10,10,10
5468835,16556725,Mason,N/A,f,Downtown/Civic Center,37.78117,-122.42141,Shared room,$60.00 ,,$10.00 ,72,97,10,10,10,10,10,10
5480795,20850212,Young,within an hour,f,Pacific Heights,37.79713,-122.42571,Private room,$129.00 ,$200.00 ,$0.00 ,196,90,10,9,10,10,10,9
5500218,8039302,Aubrey,within a day,t,Excelsior,37.72615,-122.43128,Entire home/apt,$135.00 ,$100.00 ,$95.00 ,61,94,10,10,10,10,9,9
5505643,16968890,Guillermo,within a few hours,f,Castro/Upper Market,37.76452,-122.42718,Entire home/apt,$260.00 ,"$5,000.00 ",,54,99,10,10,10,10,10,10
5536512,18003,Ken,within an hour,t,Bernal Heights,37.74268,-122.42092,Private room,$123.00 ,$0.00 ,$49.00 ,115,98,10,9,10,10,10,10
5537718,10665750,Melodie,within a few hours,f,Bernal Heights,37.74026,-122.41812,Entire home/apt,$350.00 ,"$1,500.00 ",$150.00 ,3,100,10,10,10,10,10,10
5547500,23071835,Jason,within an hour,t,Twin Peaks,37.75709,-122.44323,Private room,$148.00 ,$500.00 ,$50.00 ,254,98,10,10,10,10,10,10
5548977,6076870,Todd And Tatyana,within an hour,t,Outer Richmond,37.78093,-122.49425,Entire home/apt,$178.00 ,$0.00 ,$99.00 ,343,98,10,10,10,10,10,9
5550248,28776665,Iliana Escudero,within an hour,f,Outer Mission,37.71587,-122.44836,Private room,$80.00 ,,,485,91,9,9,10,10,10,9
5557316,10103567,Guillaume,within a day,t,South of Market,37.77796,-122.4118,Entire home/apt,$180.00 ,"$2,000.00 ",$250.00 ,15,100,10,9,10,10,9,10
5558933,21506398,Rob/Walt,within a few hours,f,Noe Valley,37.75342,-122.428,Entire home/apt,$133.00 ,$500.00 ,$90.00 ,18,97,10,10,10,10,10,10
5559608,8811880,Matthew,within an hour,f,Noe Valley,37.75286,-122.42663,Private room,$185.00 ,$0.00 ,$30.00 ,51,98,10,10,10,10,10,10
5560256,6334749,Tim,within a day,f,Mission,37.75533,-122.41465,Private room,$195.00 ,,,0,,,,,,,
5572169,930744,Alison,within an hour,t,Marina,37.79872,-122.43556,Private room,$159.00 ,$0.00 ,$40.00 ,245,98,10,10,10,10,10,10
5577516,6875334,Anuranjan,within a day,f,Inner Sunset,37.75529,-122.46533,Entire home/apt,$135.00 ,$500.00 ,$100.00 ,75,97,10,10,10,10,10,9
5581254,5516215,Kesinee Angkustsiri,within an hour,t,Parkside,37.74258,-122.48744,Entire home/apt,$155.00 ,$435.00 ,$95.00 ,137,95,10,10,10,10,10,10
5589530,20545698,Lori And Randy,within an hour,f,Mission,37.7599,-122.40781,Entire home/apt,$170.00 ,,$50.00 ,288,97,10,10,10,10,10,9
5591544,587173,Chris,within an hour,t,Mission,37.75446,-122.42399,Entire home/apt,$250.00 ,$500.00 ,$125.00 ,77,97,10,9,10,10,10,9
5592637,5501414,Kim,within a few hours,t,Haight Ashbury,37.7739,-122.44318,Entire home/apt,$154.00 ,"$1,000.00 ",$100.00 ,5,88,9,9,10,9,10,10
5592675,28996560,Otto,within a few hours,f,Marina,37.80409,-122.44468,Entire home/apt,$125.00 ,$500.00 ,,3,100,10,10,10,10,10,9
5592754,28996560,Otto,within a few hours,f,Marina,37.80438,-122.44344,Entire home/apt,$283.00 ,"$2,500.00 ",$250.00 ,2,100,10,10,10,9,10,10
5615061,10456237,Rosie,within an hour,f,Pacific Heights,37.79176,-122.42879,Entire home/apt,"$1,000.00 ","$2,500.00 ",$250.00 ,5,96,10,10,10,10,10,8
5616609,27289856,Kevin,within an hour,t,West of Twin Peaks,37.74035,-122.45319,Private room,$141.00 ,$500.00 ,$60.00 ,157,98,10,10,10,10,10,10
5617847,1097730,Saana & Matt,N/A,f,Mission,37.76004,-122.41809,Private room,$125.00 ,$100.00 ,$45.00 ,77,98,10,10,10,10,9,9
5631995,29190058,Anne,within a few hours,t,Marina,37.80123,-122.43199,Private room,$139.00 ,$500.00 ,,73,99,10,10,10,10,10,10
5632275,20672353,Sarah,within an hour,f,Noe Valley,37.75437,-122.42954,Entire home/apt,$165.00 ,$0.00 ,$80.00 ,120,96,10,10,10,10,10,10
5632452,20497687,Ilya,within an hour,f,Inner Sunset,37.75603,-122.4609,Entire home/apt,$150.00 ,$300.00 ,$80.00 ,125,96,10,10,10,10,9,10
5632672,7249327,Roger And Judith,within an hour,f,Haight Ashbury,37.77112,-122.44872,Private room,$400.00 ,"$1,000.00 ",$125.00 ,2,80,10,8,10,10,10,8
5643083,10524921,Bryce,within an hour,t,Diamond Heights,37.74678,-122.44246,Private room,$170.00 ,$0.00 ,$45.00 ,180,98,10,9,10,10,9,9
5657601,836168,Henry,within a day,f,Western Addition,37.77075,-122.42735,Entire home/apt,$300.00 ,$0.00 ,$150.00 ,7,97,10,10,9,10,9,9
5666413,13471395,Josh,within an hour,f,Nob Hill,37.79078,-122.40935,Entire home/apt,$110.00 ,$200.00 ,$70.00 ,12,97,9,9,10,10,10,9
5666454,13471395,Josh,within an hour,f,Chinatown,37.79095,-122.40769,Entire home/apt,$110.00 ,$200.00 ,$80.00 ,9,90,9,9,10,9,10,8
5696895,29536420,Claudia,within an hour,f,Inner Sunset,37.76172,-122.47488,Private room,$66.00 ,$0.00 ,$35.00 ,241,94,10,9,10,10,10,9
5697110,785720,Robert,within an hour,f,Inner Richmond,37.78059,-122.45199,Entire home/apt,$200.00 ,$300.00 ,$0.00 ,39,90,10,10,9,9,9,9
5749181,29047273,Nora,within an hour,f,Noe Valley,37.74722,-122.43507,Entire home/apt,$215.00 ,$300.00 ,$80.00 ,89,94,10,10,10,10,10,9
5749839,12740147,Kysi,within an hour,t,Excelsior,37.72906,-122.41014,Entire home/apt,$133.00 ,$100.00 ,$80.00 ,106,97,10,10,10,10,10,10
5774490,29959736,Stephanie,within a few hours,f,Noe Valley,37.74683,-122.43746,Private room,$120.00 ,,,1,100,10,10,10,10,10,10
5785978,26606416,Roerto,within an hour,f,Outer Sunset,37.76413,-122.48369,Private room,$80.00 ,,,200,87,9,8,10,10,10,9
5788099,30031657,Gower And Robyn,within a day,f,North Beach,37.79911,-122.40567,Entire home/apt,$625.00 ,$500.00 ,$180.00 ,43,96,10,10,10,10,10,9
5804060,30111455,Gabriela,within an hour,t,Marina,37.79798,-122.43023,Entire home/apt,$125.00 ,$500.00 ,$100.00 ,59,89,9,9,10,10,10,9
5821380,3131531,Monica,within an hour,t,Mission,37.75786,-122.41778,Entire home/apt,$330.00 ,$0.00 ,$200.00 ,103,99,10,10,10,10,10,9
5848837,7207668,Carmen,within a few hours,f,Mission,37.7619,-122.4094,Entire home/apt,$350.00 ,$0.00 ,$200.00 ,0,,,,,,,
5849626,7221947,Tiffany,within an hour,t,Haight Ashbury,37.77452,-122.4449,Entire home/apt,$250.00 ,$400.00 ,$85.00 ,171,99,10,10,10,10,10,9
5852066,5138559,Paul,within an hour,f,Western Addition,37.7771,-122.43763,Private room,$125.00 ,$300.00 ,$54.00 ,175,95,10,10,10,10,10,9
5853587,16022933,Rick,within an hour,t,Excelsior,37.72219,-122.43078,Private room,$60.00 ,$100.00 ,$0.00 ,45,98,10,10,10,10,9,10
5858973,24157036,Angela,within a few hours,f,Presidio Heights,37.78507,-122.45276,Entire home/apt,$425.00 ,,$500.00 ,3,100,10,10,10,10,10,10
5861266,10829039,Viviane&Lele,within an hour,t,Inner Richmond,37.77528,-122.46233,Private room,$200.00 ,$200.00 ,$55.00 ,24,97,10,9,10,10,9,9
5863674,30447547,Gilmar,within an hour,t,Glen Park,37.73746,-122.42871,Private room,$200.00 ,,$88.00 ,141,99,10,10,10,10,10,9
5871250,9744251,Guillaume,within a day,f,Downtown/Civic Center,37.7886,-122.42086,Shared room,$79.00 ,$160.00 ,$25.00 ,6,90,10,10,10,10,9,9
5882524,4656636,Michael,within an hour,f,Noe Valley,37.7503,-122.44204,Entire home/apt,$250.00 ,$250.00 ,$120.00 ,20,100,10,10,10,10,10,10
5884735,8549915,Mouwafac,within a few hours,f,Castro/Upper Market,37.76296,-122.43116,Private room,$75.00 ,$500.00 ,$75.00 ,117,97,10,10,10,10,10,10
5891594,30419729,Anthony,within a day,f,Castro/Upper Market,37.7679,-122.43253,Entire home/apt,$235.00 ,"$1,000.00 ",$250.00 ,9,100,10,10,10,10,10,10
5904304,3249792,Sebastian,within an hour,t,Downtown/Civic Center,37.78827,-122.41506,Private room,$99.00 ,$0.00 ,$40.00 ,193,95,10,10,10,10,10,9
5904305,3249792,Sebastian,within an hour,t,Downtown/Civic Center,37.78899,-122.4155,Private room,$79.00 ,$0.00 ,$40.00 ,78,98,10,10,10,10,10,10
5905163,8716218,Diana,N/A,f,Outer Sunset,37.76393,-122.49695,Private room,$60.00 ,$0.00 ,$50.00 ,33,97,10,10,10,10,10,9
5905530,10397646,Sharman,within an hour,t,Western Addition,37.77832,-122.43975,Private room,$75.00 ,$0.00 ,$20.00 ,20,95,10,10,10,10,10,10
5918090,676500,Dave,within an hour,t,Glen Park,37.73904,-122.42665,Entire home/apt,$275.00 ,"$1,500.00 ",$110.00 ,87,95,10,10,10,10,9,9
5918432,6162702,Dore,within a day,f,Potrero Hill,37.75438,-122.39889,Entire home/apt,$130.00 ,$950.00 ,$150.00 ,1,80,8,6,10,10,8,10
5919500,1650933,Cora,within a few hours,t,Presidio Heights,37.78921,-122.45073,Entire home/apt,$175.00 ,"$2,500.00 ",$125.00 ,109,99,10,10,10,10,10,10
5932678,1314416,Jaz,N/A,f,Downtown/Civic Center,37.77588,-122.41902,Entire home/apt,$249.00 ,$250.00 ,$150.00 ,14,99,10,10,10,10,10,10
5933430,1808969,Sean,within a few hours,f,Bernal Heights,37.73703,-122.41801,Entire home/apt,$500.00 ,$500.00 ,$125.00 ,10,100,10,10,10,10,9,10
5944921,15400470,Haitham,within an hour,f,Inner Richmond,37.77455,-122.45867,Private room,$95.00 ,$0.00 ,$15.00 ,108,98,10,10,10,10,10,10
5944989,30857973,Travel En,within a few hours,f,Financial District,37.78885,-122.40265,Entire home/apt,"$1,300.00 ",,,6,100,10,10,10,10,10,9
5945396,30857973,Travel En,within a few hours,f,Financial District,37.78889,-122.40358,Entire home/apt,"$1,252.00 ",,,2,100,10,10,10,10,10,10
5945605,13639065,Stephanie,within an hour,t,Mission,37.76291,-122.42165,Entire home/apt,"$2,565.00 ","$1,000.00 ",$95.00 ,30,99,10,10,10,10,10,10
5945812,30857973,Travel En,within a few hours,f,Financial District,37.78857,-122.40268,Entire home/apt,"$1,082.00 ",,,2,100,10,10,10,10,10,8
5955398,1257432,San Francisco Life,within an hour,t,Russian Hill,37.79945,-122.41303,Entire home/apt,$206.00 ,$500.00 ,$175.00 ,9,93,10,10,10,10,10,9
5960738,27513654,Steve,within a day,f,Haight Ashbury,37.7662,-122.45251,Entire home/apt,$640.00 ,"$1,500.00 ",$175.00 ,12,92,10,10,10,10,10,9
5970639,5153588,Gaylene,within an hour,f,Bayview,37.73437,-122.39534,Entire home/apt,$109.00 ,$250.00 ,$79.00 ,15,97,10,10,10,10,9,9
5978964,31039935,Tammy,within an hour,t,Excelsior,37.72688,-122.42568,Private room,$96.00 ,,$15.00 ,121,99,10,10,10,10,9,10
5980039,1097730,Saana & Matt,N/A,f,Mission,37.75839,-122.41905,Entire home/apt,$199.00 ,$500.00 ,$100.00 ,14,99,10,10,10,10,9,9
5990171,30419729,Anthony,within a day,f,Castro/Upper Market,37.76798,-122.43106,Entire home/apt,$235.00 ,"$1,000.00 ",$250.00 ,4,100,10,10,10,10,10,10
5998790,16745765,Ewa,within an hour,f,Bernal Heights,37.74011,-122.41993,Private room,$80.00 ,,$30.00 ,143,94,9,9,10,10,9,9
6006021,31178938,Judy,within a few hours,t,North Beach,37.80017,-122.40261,Entire home/apt,$280.00 ,$500.00 ,$125.00 ,22,100,10,10,10,10,10,9
6006768,26870698,Mimi And Mosh,within an hour,t,Presidio Heights,37.78996,-122.44981,Entire home/apt,$140.00 ,$0.00 ,$45.00 ,301,99,10,10,10,10,10,10
6007925,31111016,Shinmin,within a day,f,North Beach,37.79958,-122.40625,Entire home/apt,$350.00 ,$0.00 ,$80.00 ,6,97,10,9,10,10,10,10
6015077,30853035,Catrina,N/A,f,Outer Sunset,37.747,-122.50668,Entire home/apt,$199.00 ,,$160.00 ,137,95,10,9,10,9,9,9
6020579,26977960,Janine,within a day,f,Bernal Heights,37.73523,-122.41404,Entire home/apt,$233.00 ,$300.00 ,$160.00 ,5,100,10,10,10,10,10,10
6042966,6840506,Wendy,within a few hours,f,Mission,37.75713,-122.41524,Entire home/apt,$375.00 ,"$1,000.00 ",$140.00 ,17,99,10,10,10,10,10,10
6045869,31361801,Jose,within an hour,t,Bernal Heights,37.74752,-122.41938,Entire home/apt,$210.00 ,"$4,000.00 ",$80.00 ,65,97,10,10,10,10,10,9
6072316,6148057,Peter,within a day,f,Inner Sunset,37.76051,-122.47141,Entire home/apt,$600.00 ,$500.00 ,$100.00 ,1,100,10,10,10,10,8,10
6072767,31521801,Kat,within an hour,t,Inner Sunset,37.75316,-122.47053,Entire home/apt,$200.00 ,$200.00 ,$75.00 ,80,97,10,10,10,10,9,9
6074750,31531759,Jamie,within an hour,t,Russian Hill,37.79825,-122.4109,Private room,$156.00 ,$0.00 ,$50.00 ,290,95,10,10,10,10,10,9
6080799,15672384,Sara,within an hour,t,Outer Sunset,37.74671,-122.50668,Entire home/apt,$95.00 ,$0.00 ,$85.00 ,98,97,10,10,10,10,10,10
6090316,2252740,Mark,N/A,f,Bernal Heights,37.74494,-122.41034,Entire home/apt,$200.00 ,$500.00 ,$100.00 ,0,,,,,,,
6090770,7433098,Aljosha,within a day,f,Noe Valley,37.74261,-122.42891,Private room,$100.00 ,$0.00 ,$50.00 ,9,98,10,9,10,10,10,10
6091945,31607663,Ximena,N/A,f,West of Twin Peaks,37.72474,-122.45677,Private room,$90.00 ,$100.00 ,$50.00 ,5,88,9,9,10,9,10,10
6092049,31615642,Dan,within an hour,t,Castro/Upper Market,37.75608,-122.43801,Entire home/apt,$258.00 ,$650.00 ,$85.00 ,303,99,10,10,10,10,10,10
6092596,31603026,Marc,within an hour,t,Mission,37.7638,-122.42614,Entire home/apt,$174.00 ,$0.00 ,$90.00 ,495,98,10,10,10,10,10,9
6103791,10081093,Cameron,within a few hours,t,Castro/Upper Market,37.76054,-122.43759,Private room,$79.00 ,$500.00 ,$25.00 ,41,97,10,10,10,10,10,10
6107258,20850212,Young,within an hour,f,Marina,37.79781,-122.42502,Private room,$209.00 ,$200.00 ,$0.00 ,159,86,10,9,10,10,10,9
6108439,15288029,Leigh,within a day,f,Bernal Heights,37.73951,-122.41373,Entire home/apt,$245.00 ,$500.00 ,$150.00 ,9,100,10,10,10,10,10,10
6117147,6872494,Diane,within an hour,t,Outer Sunset,37.75318,-122.50099,Entire home/apt,$135.00 ,$0.00 ,$75.00 ,129,97,10,10,10,10,9,9
6119086,31747421,Brian,N/A,f,Mission,37.75671,-122.40802,Entire home/apt,$125.00 ,,$50.00 ,13,97,10,10,10,10,10,9
6119683,15490809,Dino,within an hour,t,Mission,37.76182,-122.42143,Private room,$199.00 ,$0.00 ,$50.00 ,134,99,10,10,10,10,10,9
6120540,31755831,Philip,within an hour,t,Parkside,37.73436,-122.49558,Private room,$49.00 ,$100.00 ,$20.00 ,306,97,10,10,10,10,10,10
6132191,13499994,Nick,within a day,t,Nob Hill,37.79632,-122.41191,Entire home/apt,$499.00 ,$500.00 ,$185.00 ,31,98,10,10,10,10,10,10
6145605,1196837,Heather,within an hour,t,Visitacion Valley,37.71389,-122.39809,Entire home/apt,$150.00 ,$350.00 ,$85.00 ,110,93,10,10,10,10,9,9
6154096,31868678,Cynthia,within an hour,f,Russian Hill,37.80618,-122.42343,Entire home/apt,$569.00 ,"$2,000.00 ",$200.00 ,5,100,10,10,10,10,10,10
6156195,31936468,Kevin,N/A,f,Castro/Upper Market,37.76077,-122.43621,Entire home/apt,$249.00 ,$200.00 ,$70.00 ,85,98,10,10,10,10,10,10
6163821,6884446,Emily,within an hour,t,Potrero Hill,37.75539,-122.3973,Private room,$146.00 ,,$60.00 ,249,97,10,10,10,10,10,10
6165516,6163378,Beth,N/A,f,Bernal Heights,37.73619,-122.41831,Entire home/apt,$299.00 ,$500.00 ,$175.00 ,23,97,10,10,10,10,10,10
6168622,3756204,N.,N/A,f,Financial District,37.78852,-122.4022,Entire home/apt,$300.00 ,"$1,500.00 ",$180.00 ,6,95,10,10,10,10,10,9
6169292,20850212,Young,within an hour,f,Marina,37.79748,-122.42566,Private room,$129.00 ,$200.00 ,$0.00 ,179,85,9,9,10,10,10,9
6181182,30283594,Kara,within a few hours,f,South of Market,37.77177,-122.39404,Entire home/apt,$229.00 ,$0.00 ,$125.00 ,1,100,10,10,10,10,10,10
6188428,30069369,Jayna,within a day,f,North Beach,37.8086,-122.41447,Private room,$688.00 ,$0.00 ,$200.00 ,0,,,,,,,
6195258,64888,Sarah,N/A,f,Bernal Heights,37.74697,-122.41193,Entire home/apt,$250.00 ,$0.00 ,$75.00 ,15,96,10,10,10,10,10,10
6214853,9632192,Lynn,within a day,f,Western Addition,37.77375,-122.42487,Entire home/apt,$110.00 ,,$100.00 ,10,96,10,10,10,10,10,10
6238270,17225793,Justin,within a few hours,f,Castro/Upper Market,37.7687,-122.43163,Entire home/apt,$350.00 ,"$2,000.00 ",$150.00 ,4,95,9,9,9,9,10,9
6238514,6249565,Michael,within an hour,t,Noe Valley,37.74715,-122.43059,Entire home/apt,$350.00 ,$500.00 ,$150.00 ,80,100,10,10,10,10,10,10
6245649,23982718,Blake & Sara,within an hour,f,Outer Sunset,37.75964,-122.5064,Entire home/apt,$98.00 ,$500.00 ,$100.00 ,117,98,10,10,10,10,10,9
6257770,285583,Aaron,within a few hours,f,Western Addition,37.77585,-122.42641,Entire home/apt,$255.00 ,$300.00 ,$100.00 ,56,95,10,9,10,10,10,10
6261638,16022598,Katie,within an hour,t,South of Market,37.78699,-122.3913,Entire home/apt,$173.00 ,"$5,000.00 ",$160.00 ,9,100,10,10,10,10,10,10
6272183,32300861,Elizabeth,N/A,f,Inner Sunset,37.76325,-122.45252,Entire home/apt,$85.00 ,$200.00 ,$120.00 ,76,95,10,10,10,10,10,9
6272816,7965809,Praise,within an hour,t,Mission,37.76982,-122.4216,Private room,$125.00 ,$0.00 ,$125.00 ,148,96,10,10,10,10,9,9
6273036,2214440,Hugo,within an hour,t,Potrero Hill,37.75488,-122.40235,Entire home/apt,$160.00 ,$0.00 ,$71.00 ,60,94,10,10,10,10,9,9
6273745,28945865,Eric,N/A,f,Noe Valley,37.75144,-122.44168,Entire home/apt,$250.00 ,$500.00 ,$150.00 ,13,95,10,9,10,10,10,10
6301675,32546924,Bill,within a few hours,t,Nob Hill,37.79018,-122.41169,Entire home/apt,$151.00 ,$0.00 ,$150.00 ,13,100,10,10,10,10,10,10
6324586,32912359,Laura,within a few hours,f,Mission,37.75044,-122.4101,Entire home/apt,$299.00 ,$500.00 ,$115.00 ,6,100,10,10,10,10,10,10
6326133,20624477,Maureen,within an hour,t,Pacific Heights,37.78881,-122.44,Entire home/apt,$225.00 ,$250.00 ,$110.00 ,107,99,10,10,10,10,10,10
6329340,15357373,Ding,within an hour,t,Western Addition,37.77832,-122.44561,Entire home/apt,"$3,000.00 ","$1,500.00 ",$120.00 ,13,97,9,10,10,10,10,9
6329731,15357373,Ding,within an hour,t,Western Addition,37.77692,-122.44613,Private room,$999.00 ,$400.00 ,$60.00 ,36,97,10,10,10,10,10,9
6331695,14063841,Danielle,within an hour,t,Noe Valley,37.74207,-122.43069,Entire home/apt,$196.00 ,,$65.00 ,331,95,10,10,10,10,10,9
6335352,580236,Vladislav,within an hour,t,Noe Valley,37.75341,-122.44033,Entire home/apt,$450.00 ,$500.00 ,$120.00 ,77,97,10,10,10,10,10,9
6336315,5836827,Robert,within an hour,t,South of Market,37.77062,-122.4214,Private room,$240.00 ,$100.00 ,$50.00 ,39,100,10,10,10,10,10,10
6338562,3840687,Chris,N/A,f,Nob Hill,37.79256,-122.42135,Private room,$200.00 ,"$1,800.00 ",,2,60,7,6,8,8,9,7
6344096,3588642,Ambrish,within an hour,t,Noe Valley,37.75195,-122.44068,Private room,$99.00 ,$0.00 ,$70.00 ,6,97,10,10,9,10,9,9
6344500,5051753,Gautam,within a few hours,t,North Beach,37.799,-122.40668,Entire home/apt,$250.00 ,$500.00 ,$100.00 ,44,98,10,10,10,10,10,9
6348742,17187571,Lloyd,within an hour,t,Noe Valley,37.75326,-122.43598,Entire home/apt,$139.00 ,$400.00 ,$200.00 ,85,98,10,10,10,10,10,10
6360976,25196982,Nikolas,within a few hours,t,Russian Hill,37.79928,-122.41947,Entire home/apt,$200.00 ,"$1,000.00 ",$100.00 ,103,93,9,9,10,9,10,9
6364873,28786427,Antoine,N/A,f,Western Addition,37.7726,-122.42814,Entire home/apt,$297.00 ,$500.00 ,$150.00 ,6,100,10,10,10,10,10,10
6365190,22434504,Chan Young,within an hour,f,Mission,37.75654,-122.41928,Private room,$89.00 ,$300.00 ,$59.00 ,108,96,10,9,10,10,10,9
6365956,11776513,Yuki,within an hour,t,Inner Sunset,37.75748,-122.47222,Private room,$129.00 ,,$10.00 ,95,99,10,10,10,10,10,10
6373849,9965793,The Twist,within an hour,t,Chinatown,37.79135,-122.40828,Entire home/apt,$116.00 ,"$1,500.00 ",$120.00 ,5,92,10,10,10,10,10,10
6374167,33217272,Joanna,within a few hours,f,Haight Ashbury,37.76637,-122.4467,Private room,$80.00 ,,,56,97,10,10,10,10,10,10
6376338,33232844,Richard,within an hour,f,Inner Sunset,37.75639,-122.45455,Entire home/apt,$625.00 ,$0.00 ,$110.00 ,6,97,10,10,10,10,9,10
6378613,33249457,Matthew,N/A,f,Outer Richmond,37.78307,-122.48605,Entire home/apt,$700.00 ,"$1,000.00 ",$125.00 ,5,100,10,10,10,10,10,10
6387526,23319517,Chris,within a few hours,f,Mission,37.76707,-122.4239,Entire home/apt,$300.00 ,$500.00 ,$650.00 ,19,100,10,10,10,10,10,9
6402782,12372064,Julia L.,within a few hours,t,Western Addition,37.777,-122.44131,Entire home/apt,$185.00 ,$500.00 ,$100.00 ,129,97,10,10,10,10,10,9
6415052,5537980,Chris,within an hour,t,Haight Ashbury,37.76974,-122.43695,Entire home/apt,$370.00 ,$500.00 ,$150.00 ,67,99,10,10,10,10,10,10
6423158,33511564,Alice,within an hour,t,West of Twin Peaks,37.7313,-122.46152,Entire home/apt,$139.00 ,$200.00 ,$70.00 ,287,99,10,10,10,10,10,10
6430646,4098848,David,within an hour,t,Twin Peaks,37.75773,-122.44503,Private room,$120.00 ,$0.00 ,$40.00 ,218,98,10,10,10,10,10,10
6437010,6327082,Joanne,within a day,f,Mission,37.7657,-122.41669,Private room,$91.00 ,$0.00 ,$0.00 ,110,88,9,9,10,10,9,9
6448545,2682061,Jose,within an hour,f,Nob Hill,37.79533,-122.41201,Entire home/apt,$300.00 ,$500.00 ,$199.00 ,20,87,9,8,9,9,10,8
6453006,2801594,Divya,N/A,f,Bernal Heights,37.74172,-122.40851,Private room,$135.00 ,$300.00 ,$55.00 ,67,97,10,10,10,10,10,9
6453774,22267033,Jennifer,within a few hours,t,Downtown/Civic Center,37.78836,-122.40916,Entire home/apt,$249.00 ,$0.00 ,$79.00 ,43,97,10,10,10,10,10,10
6464280,6472133,Aaron,within a few hours,f,Mission,37.7565,-122.40886,Entire home/apt,$250.00 ,$0.00 ,$120.00 ,5,100,10,10,10,10,10,10
6481492,23073793,Sasha,within a few hours,f,Mission,37.75528,-122.41048,Entire home/apt,$349.00 ,$0.00 ,$125.00 ,7,90,8,8,9,10,9,8
6494663,33948993,Paul,within an hour,t,Outer Sunset,37.7495,-122.49164,Private room,$84.00 ,$150.00 ,$50.00 ,300,97,10,10,10,10,9,10
6495015,169443,Deidre,within an hour,f,Mission,37.75972,-122.42164,Entire home/apt,$210.00 ,$500.00 ,$90.00 ,203,94,10,9,10,10,10,9
6505426,18949688,Jeff,within an hour,f,Noe Valley,37.75316,-122.43722,Entire home/apt,$200.00 ,$500.00 ,$70.00 ,197,98,10,10,10,10,10,10
6512986,8990678,Michael,within an hour,f,Bernal Heights,37.74272,-122.40956,Entire home/apt,$250.00 ,$500.00 ,$150.00 ,36,98,10,10,10,10,10,10
6514826,27061527,Shelagh,within an hour,t,Mission,37.76283,-122.42547,Entire home/apt,$250.00 ,$500.00 ,$150.00 ,65,98,10,10,10,10,10,10
